"country_code","region_name","iata","icao","airport","latitude","longitude"
"AU","Western Australia","BVZ","YBYS","Beverley Springs Airport","-16.7333","125.433"
"AU","Western Australia","BWB","YBWX","Barrow Island Airport","-20.8644","115.406"
"AU","Western Australia","BXF","YBEB","Bellburn Airstrip","-17.545","128.305"
"AU","Western Australia","BYP","YBRY","Barimunya Airport","-22.6739","119.166"
"AU","Western Australia","CBC","","Cherrabun Airport","-18.9178","125.538"
"AU","Western Australia","CGV","YCAG","Caiguna Airport","-32.265","125.493"
"AU","Western Australia","CIE","YCOI","Collie Airport","-33.3667","116.217"
"AU","Western Australia","CJF","YCWA","Coondewanna Airport","-22.9667","118.813"
"AU","Western Australia","CKW","YCHK","Christmas Creek Mine Airport","-22.3543","119.643"
"AU","Western Australia","COY","YCWY","Coolawanyah Station Airport","-21.7946","117.755"
"AU","Western Australia","CRY","","Carlton Hill Airport","-15.5019","128.534"
"AU","Western Australia","CUY","YCUE","Cue Airport","-27.4467","117.918"
"AU","Western Australia","CVQ","YCAR","Carnarvon Airport","-24.8802","113.672"
"AU","Western Australia","CXQ","","Christmas Creek Stn Airport","-22.3567","119.652"
"AU","Western Australia","DCN","YCIN","RAAF Base Curtin","-17.5814","123.828"
"AU","Western Australia","DGD","YDGA","Dalgaranga Airport","-27.8303","117.316"
"AU","Western Australia","DNG","","Doongan Airport","-15.3864","126.302"
"AU","Western Australia","DNM","","Denham Airport","-25.8882","113.577"
"AU","Western Australia","DOX","YDRA","Dongara Airport","-29.2981","114.927"
"AU","Western Australia","DRB","YDBY","Derby Airport","-17.37","123.661"
"AU","Western Australia","DRY","YDRD","Drysdale River Airport","-15.7136","126.381"
"AU","Western Australia","ENB","YEEB","Eneabba Airport","-29.8325","115.246"
"AU","Western Australia","EPR","YESP","Esperance Airport","-33.6844","121.823"
"AU","Western Australia","EUC","YECL","Eucla Airport","-31.7","128.883"
"AU","Western Australia","EXM","YEXM","Exmouth Airport","-22.0333","114.1"
"AU","Western Australia","FIZ","YFTZ","Fitzroy Crossing Airport","-18.1819","125.559"
"AU","Western Australia","FOS","YFRT","Forrest Airport","-30.8381","128.115"
"AU","Western Australia","FSL","","Fossil Downs Airport","-18.1321","125.787"
"AU","Western Australia","FVL","YFLO","Flora Valley Airport","-18.2833","128.417"
"AU","Western Australia","FVR","YFRV","Forrest River Airport","-15.1647","127.84"
"AU","Western Australia","GBV","YGIB","Gibb River Airport","-16.4233","126.445"
"AU","Western Australia","GBW","YGIA","Ginbata Airport","-22.5812","120.036"
"AU","Western Australia","GDD","YGDN","Gordon Downs Airport","-18.6781","128.592"
"AU","Western Australia","GET","YGEL","Geraldton Airport","-28.7961","114.707"
"AU","Western Australia","GLY","","Goldsworthy Airport","-20.333","119.5"
"AU","Western Australia","GSC","YGSC","Gascoyne Junction Airport","-25.0546","115.203"
"AU","Western Australia","GYL","YARG","Argyle Airport","-16.6369","128.451"
"AU","Western Australia","HCQ","YHLC","Halls Creek Airport","-18.2339","127.67"
"AU","Western Australia","HLL","YHIL","Hillside Airport","-21.7244","119.392"
"AU","Western Australia","JAD","YPJT","Jandakot Airport","-32.0975","115.881"
"AU","Western Australia","JUR","YJNB","Jurien Bay Airport","-30.3016","115.056"
"AU","Western Australia","KAX","YKBR","Kalbarri Airport","-27.6928","114.259"
"AU","Western Australia","KBD","","Kimberley Downs Airport","-17.3978","124.355"
"AU","Western Australia","KDB","YKBL","Kambalda Airport","-31.1907","121.598"
"AU","Western Australia","KFE","YFDF","Fortescue Dave Forrest Airport","-22.2908","119.437"
"AU","Western Australia","KGI","YPKG","Kalgoorlie-Boulder Airport","-30.7894","121.462"
"AU","Western Australia","KNI","YKNG","Katanning Airport","-33.7167","117.633"
"AU","Western Australia","KNX","YPKU","East Kimberley Regional Airport","-15.7781","128.708"
"AU","Western Australia","KQR","YKAR","Karara Airport","-29.2167","116.687"
"AU","Western Australia","KTA","YPKA","Karratha Airport","-20.7122","116.773"
"AU","Western Australia","KYF","YYLR","Yeelirrie Airport","-27.2771","120.096"
"AU","Western Australia","LDW","","Lansdowne Airport","-17.6128","126.743"
"AU","Western Australia","LEA","YPLM","RAAF Learmonth (Learmonth Airport)","-22.2356","114.089"
"AU","Western Australia","LER","YLST","Leinster Airport","-27.8433","120.703"
"AU","Western Australia","LGE","","Lake Gregory Airport","-20.1089","127.619"
"AU","Western Australia","LLL","","Lissadell Airport","-16.661","128.594"
"AU","Western Australia","LNO","YLEO","Leonora Airport","-28.8781","121.315"
"AU","Western Australia","LVO","YLTN","Laverton Airport","-28.6136","122.424"
"AU","Western Australia","MBB","YMBL","Marble Bar Airport","-21.1633","119.833"
"AU","Western Australia","MBN","","Mount Barnett Airport","-16.6573","125.961"
"AU","Western Australia","MGV","YMGR","Margaret River Station Airport","-18.6217","126.883"
"AU","Western Australia","MHO","YMHO","Mount House Airport","-17.055","125.71"
"AU","Western Australia","MIH","YMIP","Mitchell Plateau Airport","-14.7914","125.824"
"AU","Western Australia","MJK","YSHK","Shark Bay Airport","-25.8939","113.577"
"AU","Western Australia","MJP","YMJM","Manjimup Airport","-34.2653","116.14"
"AU","Western Australia","MKR","YMEK","Meekatharra Airport","-26.6117","118.548"
"AU","Western Australia","MMG","YMOG","Mount Magnet Airport","-28.1161","117.842"
"AU","Western Australia","MQA","YMDI","Mandora Station Airport","-19.7383","120.838"
"AU","Western Australia","MQZ","YMGT","Margaret River Airport","-33.9306","115.1"
"AU","Western Australia","MUQ","YMUC","Muccan Station Airport","-20.6589","120.067"
"AU","Western Australia","MWB","YMRW","Morawa Airport","-29.2017","116.022"
"AU","Western Australia","MXU","YMWA","Mullewa Airport","-28.475","115.517"
"AU","Western Australia","MYO","YMYR","Myroodah Airport","-18.1247","124.272"
"AU","Western Australia","NDS","YSAN","Sandstone Airport","-27.98","119.297"
"AU","Western Australia","NIF","YCNF","Nifty Airport","-21.6717","121.587"
"AU","Western Australia","NKB","","Noonkanbah Airport","-18.4947","124.852"
"AU","Western Australia","NLL","YNUL","Nullagine Airport","-21.9133","120.198"
"AU","Western Australia","NLS","","Nicholson Airport","-18.05","128.9"
"AU","Western Australia","NRG","YNRG","Narrogin Airport","-32.93","117.08"
"AU","Western Australia","NSM","YNSM","Norseman Airport","-32.21","121.755"
"AU","Western Australia","OCM","YBGD","Boolgeeda Airport","-22.54","117.275"
"AU","Western Australia","ODR","YORV","Ord River Airport","-17.3408","128.912"
"AU","Western Australia","ONS","YOLW","Onslow Airport","-21.6683","115.113"
"AU","Western Australia","PBO","YPBO","Paraburdoo Airport","-23.1711","117.745"
"AU","Western Australia","PER","YPPH","Perth Airport","-31.9403","115.967"
"AU","Western Australia","PHE","YPPD","Port Hedland International Airport","-20.3778","118.626"
"AU","Western Australia","PRD","YPDO","Pardoo Airport","-20.1175","119.59"
"AU","Western Australia","RBU","YROE","Roebourne Airport","-20.7617","117.157"
"AU","Western Australia","RHL","YRYH","Roy Hill Station Airport","-22.6258","119.959"
"AU","Western Australia","RTS","YRTI","Rottnest Island Airport","-32.0067","115.54"
"AU","Western Australia","RVT","YNRV","Ravensthorpe Airport","-33.7972","120.208"
"AU","Western Australia","","YSEN","Serpentine Airfield","-32.394167","115.872222"
"AU","Western Australia","SGP","YSHG","Shay Gap Airport","-20.4247","120.141"
"AU","Western Australia","SLJ","YSOL","Solomon Airport","-22.2554","117.763"
"AU","Western Australia","SQC","YSCR","Southern Cross Airport","-31.24","119.36"
"AU","Western Australia","SSK","","Sturt Creek Airport","-19.1664","128.174"
"AU","Western Australia","SWB","","Shaw River Airport","-21.5103","119.362"
"AU","Western Australia","TBL","YTAB","Tableland Homestead Airport","-17.2833","126.9"
"AU","Western Australia","TDN","YTHD","Theda Station Airport","-14.7881","126.496"
"AU","Western Australia","TEF","YTEF","Telfer Airport","-21.715","122.229"
"AU","Western Australia","TKY","YTKY","Turkey Creek Airport","-17.0408","128.206"
"AU","Western Australia","TPR","YTMP","Tom Price Airport","-22.746","117.869"
"AU","Western Australia","TTX","YTST","Truscott-Mungalalu Airport","-14.0897","126.381"
"AU","Western Australia","UBU","YKAL","Kalumburu Airport","-14.2883","126.632"
"AU","Western Australia","USL","YUSL","Useless Loop Airport","-26.1667","113.4"
"AU","Western Australia","WIT","YWIT","Wittenoom Airport","-22.2183","118.348"
"AU","Western Australia","WLA","YWAL","Wallal Airport","-19.7736","120.649"
"AU","Western Australia","WLP","YANG","West Angelas Airport","-23.1356","118.707"
"AU","Western Australia","WME","YMNE","Mount Keith Airport","-27.2864","120.555"
"AU","Western Australia","WND","","Windarra Airport","-28.475","122.242"
"AU","Western Australia","WRN","YWDG","Windarling Airport","-30.0317","119.39"
"AU","Western Australia","WRW","YWWG","Warrawagine Airport","-20.8442","120.702"
"AU","Western Australia","WUI","YMMI","Murrin Murrin Airport","-28.7053","121.891"
"AU","Western Australia","WUN","YWLU","Wiluna Airport","-26.6292","120.221"
"AU","Western Australia","WWI","YWWI","Woodie Woodie Airport","-21.6628","121.234"
"AU","Western Australia","WYN","YWYM","Wyndham Airport","-15.5114","128.153"
"AU","Western Australia","YLG","YYAL","Yalgoo Airport","-28.3553","116.684"
"AU","Western Australia","YNN","","Yandicoogina Airport","59.4875","-97.7803"
"AU","Western Australia","ZNE","YNWN","Newman Airport","-23.4178","119.803"
"AU","Western Australia","ZVG","","Springvale Airport (Western Australia)","-17.7869","127.67"
"AW","Aruba","AUA","TNCA","Queen Beatrix International Airport","12.5014","-70.0152"
"AZ","Baki","GYD","UBBB","Heydar Aliyev International Airport","40.4675","50.0467"
"AZ","Fuzuli","FZL","UBBF","Fuzuli Airport","39.5955","47.1973"
"AZ","Ganca","GNJ","UBBG","Ganja International Airport (formerly KVD)","40.7377","46.3176"
"AZ","Lankaran","LLK","UBBL","Lankaran International Airport","38.7464","48.818"
"AZ","Naxcivan","NAJ","UBBN","Nakhchivan International Airport","39.1888","45.4584"
"AZ","Qabala","GBB","UBBQ","Qabala International Airport","40.8267","47.7125"
"AZ","Yevlax","YLV","UBEE","Yevlakh Airport","40.6319","47.1419"
"AZ","Zaqatala","ZTU","UBBY","Zaqatala International Airport","41.5622","46.6672"
"BA","Federacija Bosne i Hercegovine","OMO","LQMO","Mostar Airport","43.2829","17.8459"
"BA","Federacija Bosne i Hercegovine","SJJ","LQSA","Sarajevo International Airport","43.8246","18.3315"
"BA","Federacija Bosne i Hercegovine","TZL","LQTZ","Tuzla International Airport","44.4587","18.7248"
"BA","Republika Srpska","BNX","LQBK","Banja Luka International Airport","44.9414","17.2975"
"BB","Christ Church","BGI","TBPB","Grantley Adams International Airport","13.0746","-59.4925"
"BD","Barisal","BZL","VGBR","Barisal Airport","22.801","90.3012"
"BD","Chittagong","CGP","VGEG","Shah Amanat International Airport","22.2496","91.8133"
"BD","Chittagong","CLA","VGCM","Comilla Airport","23.4372","91.1897"
"BD","Chittagong","CXB","VGCB","Cox's Bazar Airport","21.4522","91.9639"
"BD","Dhaka","DAC","VGHS","Hazrat Shahjalal International Airport","23.8433","90.3978"
"BD","Khulna","JSR","VGJR","Jessore Airport","23.1838","89.1608"
"BD","Rajshahi","IRD","VGIS","Ishwardi Airport","24.1525","89.0494"
"BD","Rajshahi","RJH","VGRJ","Shah Makhdum Airport","24.4372","88.6165"
"BD","Rangpur","SPD","VGSD","Saidpur Airport","25.7592","88.9089"
"BD","Rangpur","TKR","VGSG","Thakurgaon Airport","26.0164","88.4036"
"BD","Sylhet","ZHM","VGSH","Shamshernagar Airport","24.417","91.883"
"BD","Sylhet","ZYL","VGSY","Osmani International Airport","24.9632","91.8668"
"BE","Antwerpen","ANR","EBAW","Antwerp International Airport","51.1894","4.46028"
"BE","Antwerpen","OBL","EBZR","Oostmalle Airfield","51.2647","4.75333"
"BE","Brussels Hoofdstedelijk Gewest","BRU","EBBR","Brussels Airport (Zaventem Airport)","50.9014","4.48444"
"BE","Hainaut","CRL","EBCI","Brussels South Charleroi Airport","50.4592","4.45382"
"BE","Liege","LGG","EBLG","Liege Airport","50.6374","5.44322"
"BE","West-Vlaanderen","KJK","EBKT","Kortrijk-Wevelgem International Airport","50.8172","3.20472"
"BE","West-Vlaanderen","OST","EBOS","Ostend-Bruges International Airport","51.1989","2.86222"
"BF","Bougouriba","XDE","DFOU","Diebougou Airport","10.95","-3.25"
"BF","Boulgou","TEG","DFET","Tenkodogo Airport","11.8","-0.367"
"BF","Boulgou","XZA","DFEZ","Zabre Airport","11.167","-0.617"
"BF","Comoe","BNR","DFOB","Banfora Airport","10.683","-4.717"
"BF","Gnagna","XBG","DFEB","Bogande Airport","12.983","-0.167"
"BF","Gourma","FNG","DFEF","Fada N'gourma Airport","12.033","0.35"
"BF","Houet","BOY","DFOO","Bobo Dioulasso Airport","11.1601","-4.33097"
"BF","Kadiogo","OUA","DFFD","Ouagadougou Airport","12.3532","-1.51242"
"BF","Kompienga","XPA","DFEP","Pama Airport","11.25","0.7"
"BF","Kossi","XNU","DFON","Nouna Airport","12.75","-3.867"
"BF","Mouhoun","DGU","DFOD","Dedougou Airport","12.459","-3.49"
"BF","Nahouri","PUP","DFCP","Po Airport","11.15","-1.15"
"BF","Namentenga","XBO","DFEA","Boulsa Airport","12.65","-0.567"
"BF","Oudalan","TMQ","DFEM","Tambao Airport","14.8","0.05"
"BF","Oudalan","XGG","DFEG","Gorom Gorom Airport","14.45","-0.233"
"BF","Poni","XGA","DFOG","Gaoua Airport (Amilcar Cabral Airport)","10.3841","-3.16345"
"BF","Sanmatenga","XKY","DFCA","Kaya Airport","13.067","-1.1"
"BF","Seno","DOR","DFEE","Dori Airport","14.033","-0.033"
"BF","Sissili","XLU","DFCL","Leo Airport","11.1","-2.1"
"BF","Soum","XAR","DFOY","Aribinda Airport","14.217","-0.883"
"BF","Soum","XDJ","DFCJ","Djibo Airport","14.1","-1.633"
"BF","Sourou","TUQ","DFOT","Tougan Airport","13.067","-3.067"
"BF","Tapoa","ARL","DFER","Arly Airport","11.597","1.483"
"BF","Tapoa","DIP","DFED","Diapaga Airport","12.0603","1.78463"
"BF","Tapoa","XKA","DFEL","Kantchari Airport","12.467","1.5"
"BF","Yagha","XSE","DFES","Sebba Airport","13.45","0.517"
"BF","Yatenga","OUG","DFCC","Ouahigouya Airport","13.567","-2.417"
"BG","Burgas","BOJ","LBBG","Burgas Airport","42.5696","27.5152"
"BG","Haskovo","HKV","LBHS","Haskovo Malevo Airport","41.8718","25.6048"
"BG","Plovdiv","PDV","LBPD","Plovdiv Airport","42.0678","24.8508"
"BG","Ruse","ROU","LBRS","Ruse Airport","43.6948","26.0567"
"BG","Silistra","SLS","LBSS","Silistra Airfield","44.0552","27.1788"
"BG","Sofia","SOF","LBSF","Sofia Airport","42.6967","23.4114"
"BG","Stara Zagora","SZR","LBSZ","Stara Zagora Airport","42.3767","25.655"
"BG","Targovishte","TGV","LBTG","Targovishte Airport (Buhovtsi Airfield)","43.3066","26.7009"
"BG","Varna","VAR","LBWN","Varna Airport","43.2321","27.8251"
"BG","Veliko Tarnovo","GOZ","LBGO","Gorna Oryahovitsa Airport","43.1514","25.7129"
"BG","Yambol","JAM","","Bezmer Air Base","42.4549","26.3522"
"BH","Al Muharraq","BAH","OBBI","Bahrain International Airport","26.2708","50.6336"
"BI","Bujumbura Mairie","BJM","HBBA","Bujumbura International Airport","-3.32402","29.3185"
"BI","Gitega","GID","HBBE","Gitega Airport","-3.41721","29.9113"
"BI","Kirundo","KRE","HBBO","Kirundo Airport","-2.54477","30.0946"
"BJ","Alibori","KDC","DBBK","Kandi Airport","11.1448","2.94038"
"BJ","Atacora","NAE","DBBN","Boundetingou Airport","10.377","1.36051"
"BJ","Borgou","PKO","DBBP","Parakou Airport","9.35769","2.60968"
"BJ","Collines","SVF","DBBS","Save Airport","8.01817","2.46458"
"BJ","Donga","DJA","DBBD","Djougou Airport","9.69208","1.63778"
"BJ","Littoral","COO","DBBB","Cadjehoun Airport","6.35723","2.38435"
"BL","Saint Barthelemy","SBH","TFFJ","Gustaf III Airport","17.9044","-62.8436"
